255 255 255
254 255 252
252 255 248
250 254 244
248 254 240
246 253 236
244 253 232
242 252 228
240 252 224
238 251 220
236 251 216
234 250 212
232 250 208
230 249 204
228 249 200
226 249 196
224 248 192
222 248 188
220 247 184
218 247 180
216 246 176
214 246 172
212 245 168
210 245 163
208 244 159
206 244 155
204 243 151
202 243 147
200 242 143
198 242 139
196 241 135
194 241 131
192 240 127
190 240 123
188 239 119
186 239 115
184 238 111
182 238 107
180 237 103
178 237 99
176 236 95
174 236 91
172 235 87
170 235 83
168 234 79
166 234 75
164 233 71
162 233 67
160 233 63
158 232 59
156 232 55
154 231 51
152 231 47
150 230 43
148 230 39
146 229 35
144 229 31
142 228 27
140 228 23
138 227 19
137 227 15
135 226 11
133 226 7
131 225 3
129 225 0
127 224 0
124 224 0
122 223 0
120 223 0
118 223 0
116 222 0
114 222 0
112 221 0
110 221 0
108 220 0
106 220 0
104 219 0
102 219 0
100 218 0
98 218 0
96 218 0
94 217 0
92 217 0
90 216 0
88 216 0
86 215 0
84 215 0
82 214 0
80 214 0
78 214 0
76 213 0
74 213 0
72 212 0
70 212 0
68 211 0
66 211 0
64 210 0
62 210 0
60 210 0
58 209 0
56 209 0
54 208 0
52 208 0
50 207 0
48 207 0
46 206 0
44 206 0
41 205 0
39 205 0
37 205 0
35 204 0
33 204 0
31 203 0
29 203 0
27 202 0
25 202 0
23 201 0
21 201 0
19 201 0
17 200 0
15 200 0
13 199 0
11 199 0
9 198 0
7 198 0
5 197 0
3 197 0
1 196 0
0 196 0
0 195 0
0 195 0
0 194 0
0 194 0
0 193 0
0 193 0
0 192 0
0 191 0
0 191 0
0 190 0
0 190 0
0 189 0
0 189 0
0 188 0
0 187 0
0 187 0
0 186 0
0 186 0
0 185 0
0 185 0
0 184 0
0 183 0
0 183 0
0 182 0
0 182 0
0 181 0
0 181 0
0 180 0
0 179 0
0 179 0
0 178 0
0 178 0
0 177 0
0 177 0
0 176 0
0 175 0
0 175 0
0 174 0
0 174 0
0 173 0
0 173 0
0 172 0
0 171 0
0 171 0
0 170 0
0 170 0
0 169 0
0 169 0
0 168 0
0 168 0
0 167 0
0 166 0
0 166 0
0 165 0
0 165 0
0 164 0
0 164 0
0 163 0
0 162 0
0 162 0
0 161 0
0 161 0
0 160 0
0 159 1
0 158 1
0 157 2
0 157 3
0 156 4
0 155 5
0 154 6
0 153 6
0 152 7
0 151 8
0 150 9
0 149 10
0 148 11
0 147 11
0 146 12
0 145 13
0 145 14
0 144 15
0 143 15
0 142 16
0 141 17
0 140 18
0 139 19
0 138 20
0 137 20
0 136 21
0 135 22
0 134 23
0 133 24
0 133 25
0 132 25
0 131 26
0 130 27
0 129 28
0 128 29
0 127 29
0 126 30
0 125 31
0 124 32
0 123 33
0 122 34
0 121 34
0 121 35
0 120 36
0 119 37
0 118 38
0 117 39
0 116 39
0 115 40
0 114 41
0 113 42
0 112 43
0 111 43
0 110 44
0 110 45
0 109 46
0 108 47
0 107 48
0 106 48
0 105 49
0 104 50
0 103 51
0 102 52
0 101 53
